CPU_Utilization,Disk_IO_Rate,Downtime (Hours),Log_ID,Memory_Utilization,Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Server_Cluster_x,Server_ID,Timestamp,Uptime (Hours),Network_Throughput_MBps,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone,Anomaly_Flag
42.33,37.71,3.59,Station1_LOG00112,24.64,19.42,15.63,CL-3,SRV005,2025-08-01 21:38:00,157.88,17.525000000000002,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
22.07,34.47,9.68,Station1_LOG00113,84.56,10.93,15.46,CL-6,SRV017,2025-08-01 18:59:00,845.81,13.195,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,Normal
86.95,56.81,8.17,Station1_LOG00114,36.24,16.92,19.2,CL-10,SRV082,2025-08-02 19:48:00,237.29,18.060000000000002,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,High Load
20.85,49.67,0.62,Station1_LOG00115,68.47,23.72,2.5,CL-9,SRV020,2025-08-02 10:37:00,963.3,13.11,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
56.3,23.54,0.99,Station1_LOG00116,55.19,11.0,8.16,CL-1,SRV050,2025-08-01 23:49:00,835.23,9.58,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,Normal
41.26,71.25,5.58,Station1_LOG00117,0.0,26.8,6.88,CL-4,SRV086,2025-08-02 17:43:00,774.27,16.84,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538,Normal
73.3,22.38,9.67,Station1_LOG00118,54.66,8.16,5.58,CL-6,SRV035,2025-08-01 16:23:00,650.37,6.87,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,Normal
55.94,22.78,4.61,Station1_LOG00119,32.5,27.03,16.47,CL-4,SRV010,2025-08-02 02:36:00,790.83,21.75,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,Normal
51.95,50.07,7.02,Station1_LOG00120,24.49,6.13,15.21,CL-2,SRV016,2025-08-01 06:48:00,817.18,10.67,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
23.84,77.4,7.37,Station1_LOG00121,0.0,19.25,19.07,CL-1,SRV078,2025-08-01 02:23:00,425.2,19.16,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
83.12,79.55,3.95,Station1_LOG00122,87.4,24.88,1.65,CL-5,SRV067,2025-08-01 16:36:00,201.16,13.264999999999999,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,Normal
40.28,15.21,7.85,Station1_LOG00123,60.53,24.88,19.06,CL-4,SRV006,2025-08-01 02:48:00,943.01,21.97,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,Normal
70.38,19.68,8.2,Station1_LOG00124,39.15,29.06,14.59,CL-3,SRV097,2025-08-01 11:24:00,688.31,21.825,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
59.0,0.0,7.92,Station1_LOG00125,43.28,14.78,1.12,CL-2,SRV029,2025-08-01 06:20:00,424.36,7.949999999999999,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,Normal
13.13,0.0,7.25,Station1_LOG00126,81.94,19.35,16.91,CL-10,SRV014,2025-08-01 12:18:00,972.74,18.130000000000003,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,Normal
94.98,73.36,4.3,Station1_LOG00127,52.38,27.36,2.1,CL-4,SRV010,2025-08-01 09:08:00,828.69,14.73,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,High Load
68.05,57.39,3.59,Station1_LOG00128,81.78,2.02,18.43,CL-10,SRV082,2025-08-02 03:37:00,363.44,10.225,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,Normal
42.86,0.0,2.08,Station1_LOG00129,59.38,17.33,4.67,CL-4,SRV010,2025-08-01 21:17:00,198.93,11.0,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,Normal
77.65,75.35,2.96,Station1_LOG00130,20.93,20.99,1.51,CL-1,SRV050,2025-08-02 12:07:00,178.71,11.25,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,Normal
92.99,58.95,9.29,Station1_LOG00131,46.56,15.4,1.82,CL-4,SRV006,2025-08-02 10:25:00,437.87,8.61,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,High Load
89.5,0.0,2.28,Station1_LOG00132,22.03,16.0,15.78,CL-1,SRV050,2025-08-02 00:31:00,714.15,15.89,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,High Load
26.36,23.56,1.4,Station1_LOG00133,75.9,22.24,21.59,CL-10,SRV041,2025-08-02 11:34:00,836.06,21.915,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,Normal
43.27,79.86,4.79,Station1_LOG00134,64.6,18.48,23.17,CL-4,SRV086,2025-08-01 13:45:00,432.74,20.825000000000003,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538,Normal
51.41,25.38,5.75,Station1_LOG00135,28.0,14.96,3.98,CL-8,SRV094,2025-08-02 08:46:00,575.64,9.47,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
65.74,52.57,7.18,Station1_LOG00136,23.52,23.72,16.23,CL-4,SRV056,2025-08-02 11:43:00,501.39,19.975,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405,Normal
81.75,11.81,3.55,Station1_LOG00137,36.14,7.29,15.31,CL-6,SRV034,2025-08-01 13:53:00,960.57,11.3,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,Normal
46.66,57.84,1.43,Station1_LOG00138,41.63,4.36,5.06,CL-2,SRV045,2025-08-02 13:34:00,128.59,4.71,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
83.53,38.96,0.23,Station1_LOG00139,66.36,10.29,8.46,CL-2,SRV013,2025-08-02 02:41:00,467.56,9.375,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
55.16,17.06,4.03,Station1_LOG00140,0.0,1.2,18.36,CL-2,SRV013,2025-08-02 07:01:00,865.27,9.78,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
94.75,16.8,4.75,Station1_LOG00141,60.55,18.21,20.17,CL-9,SRV066,2025-08-02 21:26:00,808.65,19.19,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,High Load
94.61,62.99,0.95,Station1_LOG00142,55.8,1.61,21.95,CL-3,SRV073,2025-08-01 11:59:00,318.63,11.78,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,High Load
63.26,77.12,1.31,Station1_LOG00143,56.82,15.01,3.06,CL-4,SRV081,2025-08-01 17:39:00,492.38,9.035,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,Normal
65.71,57.35,8.0,Station1_LOG00144,51.69,9.09,11.27,CL-4,SRV032,2025-08-02 00:58:00,805.77,10.18,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
41.8,43.29,7.31,Station1_LOG00145,83.2,20.01,4.1,CL-2,SRV019,2025-08-02 22:22:00,965.79,12.055,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
91.86,10.63,8.45,Station1_LOG00146,41.92,7.22,3.44,CL-3,SRV097,2025-08-02 18:25:00,411.94,5.33,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,High Load
27.88,35.5,1.56,Station1_LOG00147,69.17,10.77,2.32,CL-6,SRV034,2025-08-01 07:25:00,754.46,6.545,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,Normal
42.35,24.17,8.45,Station1_LOG00148,72.23,28.76,23.98,CL-9,SRV020,2025-08-01 05:55:00,558.8,26.37,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
28.57,40.88,9.37,Station1_LOG00149,37.53,15.93,15.87,CL-9,SRV036,2025-08-02 17:48:00,820.6,15.899999999999999,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,Normal
21.42,40.56,6.63,Station1_LOG00150,86.88,15.03,15.65,CL-10,SRV082,2025-08-02 12:03:00,418.27,15.34,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,Normal
52.28,34.02,3.5,Station1_LOG00151,0.0,11.45,2.74,CL-7,SRV027,2025-08-01 19:02:00,340.73,7.095,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
80.81,30.59,6.42,Station1_LOG00152,0.0,1.61,6.12,CL-3,SRV097,2025-08-02 02:17:00,921.04,3.865,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
45.37,21.72,0.8,Station1_LOG00153,67.31,16.38,18.44,CL-8,SRV094,2025-08-02 08:24:00,177.4,17.41,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
45.13,19.68,0.39,Station1_LOG00154,74.58,26.56,17.5,CL-7,SRV011,2025-08-02 00:13:00,730.36,22.03,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591,Normal
75.09,49.22,5.14,Station1_LOG00155,23.34,11.41,19.99,CL-10,SRV014,2025-08-02 05:52:00,253.21,15.7,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,Normal
66.13,43.9,5.21,Station1_LOG00156,81.0,10.13,20.99,CL-10,SRV063,2025-08-02 07:56:00,549.1,15.559999999999999,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,Normal
54.75,10.48,5.23,Station1_LOG00157,61.8,22.04,20.16,CL-1,SRV077,2025-08-01 13:30:00,299.3,21.1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,Normal
37.71,71.76,5.15,Station1_LOG00158,0.0,9.42,4.03,CL-8,SRV001,2025-08-01 02:08:00,938.71,6.725,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
88.79,62.64,9.77,Station1_LOG00159,25.66,20.08,14.09,CL-9,SRV048,2025-08-02 02:06:00,669.25,17.085,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,High Load
58.62,78.34,8.27,Station1_LOG00160,0.0,4.02,9.11,CL-7,SRV031,2025-08-01 09:41:00,719.96,6.5649999999999995,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
22.15,25.89,6.01,Station1_LOG00161,44.03,19.25,8.12,CL-7,SRV046,2025-08-01 10:41:00,618.75,13.684999999999999,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,Normal
16.06,10.55,5.52,Station1_LOG00162,35.38,27.03,13.72,CL-3,SRV073,2025-08-01 05:05:00,880.89,20.375,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
83.97,58.26,9.07,Station1_LOG00163,58.46,23.26,6.67,CL-3,SRV073,2025-08-02 17:56:00,510.88,14.965,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
11.5,19.34,4.84,Station1_LOG00164,61.86,16.84,5.24,CL-9,SRV020,2025-08-01 08:20:00,902.95,11.04,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
13.71,58.6,1.5,Station1_LOG00165,29.84,10.19,14.88,CL-6,SRV040,2025-08-01 17:43:00,659.99,12.535,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,Normal
51.98,31.85,2.33,Station1_LOG00166,39.7,1.57,0.0,CL-1,SRV089,2025-08-01 02:30:00,858.26,0.785,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
62.16,15.53,6.36,Station1_LOG00167,23.29,3.65,22.41,CL-6,SRV035,2025-08-01 06:40:00,434.52,13.03,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,Normal
92.56,36.61,8.1,Station1_LOG00168,62.05,26.52,15.05,CL-2,SRV071,2025-08-02 02:55:00,352.05,20.785,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,High Load
57.06,25.41,8.43,Station1_LOG00169,80.21,27.51,2.7,CL-1,SRV078,2025-08-01 04:36:00,330.0,15.105,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
49.07,66.01,0.42,Station1_LOG00170,79.09,24.02,23.05,CL-8,SRV043,2025-08-02 03:44:00,508.39,23.535,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,Normal
51.12,78.05,1.73,Station1_LOG00171,47.99,5.69,24.19,CL-8,SRV001,2025-08-01 09:53:00,242.1,14.940000000000001,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
37.23,22.36,4.8,Station1_LOG00172,51.73,24.75,9.91,CL-7,SRV046,2025-08-02 07:37:00,576.72,17.33,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,Normal
15.13,7.28,1.06,Station1_LOG00173,36.91,7.71,2.64,CL-4,SRV010,2025-08-01 14:04:00,297.46,5.175,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,Normal
52.38,34.01,5.63,Station1_LOG00174,72.64,11.7,2.55,CL-6,SRV034,2025-08-01 20:06:00,486.71,7.125,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,Normal
70.11,20.2,8.9,Station1_LOG00175,0.0,12.67,19.98,CL-2,SRV026,2025-08-01 12:46:00,765.61,16.325,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
55.13,12.97,9.72,Station1_LOG00176,67.54,14.89,18.01,CL-2,SRV019,2025-08-01 14:44:00,607.03,16.450000000000003,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
75.17,17.18,2.4,Station1_LOG00177,42.85,12.29,10.44,CL-8,SRV043,2025-08-01 07:43:00,393.77,11.364999999999998,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,Normal
73.0,11.97,3.16,Station1_LOG00178,65.88,15.09,22.57,CL-3,SRV073,2025-08-02 17:49:00,371.37,18.83,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
85.41,40.22,5.63,Station1_LOG00179,0.0,19.24,20.65,CL-6,SRV017,2025-08-02 20:31:00,292.05,19.945,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,High Load
11.94,55.96,8.08,Station1_LOG00180,22.44,13.87,4.77,CL-10,SRV014,2025-08-02 09:23:00,113.04,9.32,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,Normal
30.4,40.29,8.74,Station1_LOG00181,0.0,20.15,3.63,CL-1,SRV050,2025-08-02 13:14:00,697.64,11.889999999999999,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,Normal
85.58,7.92,1.64,Station1_LOG00182,24.79,13.59,16.88,CL-4,SRV096,2025-08-01 02:21:00,835.59,15.235,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,High Load
54.37,47.57,8.59,Station1_LOG00183,54.43,28.85,6.58,CL-2,SRV091,2025-08-02 18:12:00,549.54,17.715,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
84.39,44.23,2.88,Station1_LOG00184,56.63,20.7,23.5,CL-4,SRV096,2025-08-01 13:09:00,447.76,22.1,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
75.89,53.79,3.95,Station1_LOG00185,0.0,2.36,19.8,CL-2,SRV026,2025-08-01 18:26:00,312.11,11.08,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
24.28,67.71,6.5,Station1_LOG00186,26.64,25.67,12.96,CL-9,SRV084,2025-08-02 16:08:00,655.54,19.315,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
45.76,5.3,9.12,Station1_LOG00187,62.04,21.84,6.93,CL-9,SRV036,2025-08-02 23:59:00,932.47,14.385,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,Normal
14.96,32.61,5.56,Station1_LOG00188,61.08,5.86,0.54,CL-5,SRV067,2025-08-02 18:22:00,967.31,3.2,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,Normal
48.59,37.33,2.74,Station1_LOG00189,85.77,4.06,21.69,CL-5,SRV067,2025-08-01 15:43:00,487.65,12.875,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,Normal
43.23,50.82,2.59,Station1_LOG00190,70.41,20.1,9.08,CL-4,SRV086,2025-08-01 17:48:00,470.84,14.59,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538,Normal
37.56,72.73,2.04,Station1_LOG00191,52.49,17.75,18.73,CL-9,SRV066,2025-08-01 00:30:00,594.91,18.240000000000002,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
85.53,22.83,7.15,Station1_LOG00192,34.14,25.74,18.07,CL-3,SRV097,2025-08-01 03:54:00,628.17,21.905,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,High Load
51.55,39.54,0.7,Station1_LOG00193,28.8,1.99,6.93,CL-9,SRV020,2025-08-02 23:45:00,800.14,4.46,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
43.74,42.67,0.49,Station1_LOG00194,24.29,19.42,4.99,CL-5,SRV067,2025-08-01 05:28:00,973.47,12.205000000000002,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,Normal
63.55,10.1,6.78,Station1_LOG00195,38.04,16.05,5.06,CL-2,SRV091,2025-08-02 13:42:00,967.68,10.555,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
89.49,58.19,3.07,Station1_LOG00196,49.4,14.43,15.38,CL-5,SRV067,2025-08-02 20:43:00,842.92,14.905000000000001,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,High Load
77.52,49.94,3.7,Station1_LOG00197,0.0,20.3,9.13,CL-4,SRV032,2025-08-02 20:10:00,902.95,14.715,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
25.82,39.9,0.92,Station1_LOG00198,21.37,10.15,24.64,CL-3,SRV097,2025-08-02 02:05:00,249.17,17.395,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
32.45,48.44,4.65,Station1_LOG00199,63.87,17.11,16.64,CL-6,SRV034,2025-08-01 08:51:00,786.85,16.875,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,Normal
12.48,77.47,7.12,Station1_LOG00200,74.53,20.58,14.65,CL-2,SRV016,2025-08-01 13:31:00,296.19,17.615,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
18.13,13.01,0.23,Station1_LOG00201,52.18,11.39,21.7,CL-1,SRV008,2025-08-01 12:11:00,153.91,16.545,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,Normal
49.82,57.07,4.76,Station1_LOG00202,50.51,6.31,13.09,CL-3,SRV073,2025-08-01 04:44:00,869.54,9.7,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
30.76,73.75,5.85,Station1_LOG00203,0.0,4.87,23.99,CL-8,SRV043,2025-08-01 18:14:00,545.23,14.43,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,Normal
71.53,22.7,2.54,Station1_LOG00204,68.37,28.7,5.36,CL-7,SRV046,2025-08-01 15:23:00,293.28,17.03,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,Normal
38.37,30.51,3.23,Station1_LOG00205,73.28,19.13,1.47,CL-9,SRV020,2025-08-02 18:43:00,964.95,10.299999999999999,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
59.04,15.77,2.04,Station1_LOG00206,61.32,15.56,8.94,CL-9,SRV084,2025-08-01 03:24:00,738.36,12.25,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
70.96,79.15,9.79,Station1_LOG00207,78.8,3.8,2.14,CL-2,SRV071,2025-08-01 23:59:00,732.98,2.9699999999999998,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
26.08,77.04,1.82,Station1_LOG00208,41.78,28.62,3.22,CL-3,SRV012,2025-08-02 11:19:00,664.23,15.92,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,Normal
85.39,40.67,1.96,Station1_LOG00209,20.26,21.88,5.85,CL-2,SRV016,2025-08-01 19:48:00,695.08,13.864999999999998,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,High Load
77.7,65.47,9.64,Station1_LOG00210,51.37,19.37,22.38,CL-1,SRV070,2025-08-01 01:31:00,606.08,20.875,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
25.31,69.64,8.32,Station1_LOG00211,49.04,13.45,8.54,CL-9,SRV020,2025-08-02 20:10:00,220.59,10.995,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
21.06,64.71,6.03,Station1_LOG00212,52.0,8.64,0.0,CL-3,SRV012,2025-08-02 10:23:00,932.3,4.32,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,Normal
81.79,46.07,0.16,Station1_LOG00213,88.59,2.71,22.77,CL-1,SRV078,2025-08-02 23:47:00,781.15,12.74,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
63.4,19.73,8.06,Station1_LOG00214,47.71,6.6,18.24,CL-2,SRV016,2025-08-02 15:36:00,796.41,12.419999999999998,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
58.14,26.69,5.9,Station1_LOG00215,86.63,1.47,22.07,CL-3,SRV074,2025-08-02 07:14:00,953.46,11.77,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
66.99,21.46,5.19,Station1_LOG00216,26.68,25.08,24.28,CL-2,SRV013,2025-08-01 16:12:00,736.16,24.68,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
76.8,60.05,0.76,Station1_LOG00217,28.89,12.12,3.1,CL-2,SRV028,2025-08-02 01:06:00,200.49,7.609999999999999,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,Normal
41.77,35.11,8.38,Station1_LOG00218,21.73,6.64,17.13,CL-1,SRV050,2025-08-02 12:46:00,491.41,11.885,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,Normal
69.76,70.94,2.75,Station1_LOG00219,69.0,21.43,9.57,CL-9,SRV084,2025-08-02 01:54:00,562.71,15.5,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
93.62,55.51,4.91,Station1_LOG00220,61.39,9.55,23.32,CL-10,SRV014,2025-08-01 03:16:00,432.93,16.435000000000002,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,High Load
79.47,0.0,2.17,Station1_LOG00221,29.89,13.14,7.21,CL-4,SRV032,2025-08-01 02:03:00,964.69,10.175,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
40.94,16.85,4.13,Station1_LOG00222,37.95,19.57,18.46,CL-7,SRV011,2025-08-01 07:31:00,600.04,19.015,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591,Normal
42.71,70.41,9.27,Station1_LOG00223,76.67,26.41,7.59,CL-6,SRV017,2025-08-01 18:03:00,250.2,17.0,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,Normal
41.09,27.21,8.7,Station1_LOG00224,25.31,5.34,21.28,CL-1,SRV078,2025-08-02 20:54:00,908.74,13.31,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
